Id,SalePrice
1461,120054.55461695911
1462,160838.75437793267
1463,175020.2469108396
1464,186734.99942005915
1465,188114.80707406328
1466,181116.2740763659
1467,168009.56335579636
1468,168042.48005081777
1469,211965.11911544632
1470,114151.15473091831
1471,206366.9691431698
1472,106677.6789299769
1473,97867.15849270429
1474,146318.1011981404
1475,117159.39743888134
1476,343193.419599208
1477,249673.78924736293
1478,300243.25210435846
1479,277750.21719429275
1480,480469.0356988961
1481,331258.3330459837
1482,219977.15183929825
1483,183184.24218332785
1484,161485.04387369187
1485,198553.19716608868
1486,206893.30854417928
1487,327800.01008564385
1488,259006.54867417077
1489,187033.54185669054
1490,202143.6238673625
1491,202817.0137505998
1492,107941.79218236706
1493,201423.7321933082
1494,305004.48176789517
1495,302337.7382851842
1496,213575.59873396045
1497,181390.84722464715
1498,153313.4829384299
1499,159919.89626702765
1500,146391.67665169394
1501,158944.1095373425
1502,142117.3986928343
1503,285755.62711785716
1504,254597.85704598227
1505,227099.4233061015
1506,201074.47208952703
1507,244445.20791231838
1508,205358.23246792267
1509,163146.96020823528
1510,148926.1906619969
1511,141906.61771898088
1512,162982.0861317366
1513,156883.08609444436
1514,167513.23916198223
1515,176179.02317984085
1516,161781.4020606167
1517,156692.10162277886
1518,154712.11747248448
1519,218027.46631698354
1520,127250.46490489689
1521,126811.8626557325
1522,190321.43685155953
1523,107978.83502419178
1524,114982.10607209137
1525,113056.79714704741
1526,124217.78663486682
1527,94999.06157963967
1528,138346.20296270083
1529,130074.96227708735
1530,178253.09805792195
1531,117210.04028985047
1532,101196.42760554371
1533,140475.56781469256
1534,121276.09659676989
1535,138823.61337704692
1536,111344.1236520465
1537,80094.58827780942
1538,162485.3937231281
1539,177148.58732265918
1540,123899.83009372317
1541,141127.57312856024
1542,128683.3926697024
1543,173179.07138518203
1544,86830.04901943526
1545,120074.5457703393
1546,137088.02884134895
1547,128954.95490933313
1548,135361.78864192247
1549,108200.21943675024
1550,129563.6276240457
1551,128785.90156778721
1552,130879.68642430293
1553,130883.5011965436
1554,106580.03625517289
1555,166779.5291079522
1556,109096.06940300552
1557,119683.98399898756
1558,105259.10978443241
1559,101828.65456470104
1560,138157.8639741169
1561,157378.51768517913
1562,116179.66602191726
1563,117143.61224161343
1564,164437.9272839465
1565,153636.2575104387
1566,247857.53867501402
1567,89662.60387586565
1568,222397.61248248146
1569,118825.55018951875
1570,141446.2116348132
1571,114711.84471218962
1572,134708.49507648742
1573,244982.7434249338
1574,142245.13162290098
1575,228985.53855627793
1576,220438.22851181726
1577,181103.24572391403
1578,133591.1778349971
1579,140989.17453790677
1580,200947.7191640402
1581,143823.49944265655
1582,120335.57120445331
1583,324407.3781897984
1584,229997.63118386845
1585,135937.26124361268
1586,68011.66640386185
1587,106206.04327491968
1588,139996.9020727045
1589,107686.39550645545
1590,144541.87275567278
1591,91562.3175765035
1592,115731.30208724838
1593,127355.61616608838
1594,118837.27844502286
1595,131584.30585898677
1596,218414.3528240544
1597,163817.9377722537
1598,204908.3854429408
1599,185934.76690728025
1600,188695.01733472158
1601,60288.547592758296
1602,119514.69575593574
1603,85923.4146286467
1604,242767.9670818374
1605,270996.06863912323
1606,168600.24404090393
1607,213775.27227906502
1608,231535.36347726558
1609,182610.9535595716
1610,145229.1803559085
1611,153489.71788213428
1612,161604.6975416544
1613,170228.5868503124
1614,113770.31307549418
1615,85506.60132144952
1616,84450.75985334838
1617,89890.25808139287
1618,107250.52770629256
1619,131498.4035731494
1620,195427.57453578783
1621,139368.0376569399
1622,135500.79071417282
1623,289105.72151091194
1624,220533.00117448682
1625,124863.28317168604
1626,190067.92213337266
1627,186922.10701466558
1628,274272.2995730724
1629,187145.40345562325
1630,321692.9517894043
1631,230904.126645393
1632,248275.61483108666
1633,178164.51297582185
1634,189305.96297865972
1635,178426.663428581
1636,157959.5860495678
1637,188071.641250911
1638,219965.67823265106
1639,191128.20260585158
1640,242952.05631355345
1641,179124.2137145355
1642,222923.04441253602
1643,235402.02367386763
1644,239356.581586104
1645,182780.9296771507
1646,163039.04938907342
1647,179400.5092801675
1648,134509.36505663279
1649,130332.71543153272
1650,111578.63567419886
1651,107286.87703492786
1652,110831.59200314652
1653,110932.31637274497
1654,147860.5974226121
1655,143271.4194736078
1656,144421.62050009158
1657,148821.69370381001
1658,147620.6111915767
1659,119883.51718334081
1660,134859.88505521283
1661,437630.0130282527
1662,367446.5224517994
1663,365534.94871713157
1664,542157.5567679434
1665,310978.45053539093
1666,327515.9860948671
1667,349887.1947659442
1668,330177.43191135814
1669,300241.13987630274
1670,341747.2558547407
1671,258017.0461797447
1672,427021.3977976608
1673,292224.44505610137
1674,264949.06602319796
1675,178734.83279714664
1676,185467.96895700545
1677,219399.06795991535
1678,481395.4996422879
1679,351828.88495098514
1680,317906.88584681385
1681,251654.79797906295
1682,298811.0088662623
1683,187091.8533431669
1684,193400.7195767743
1685,174135.82655494637
1686,171565.6029603538
1687,180607.28311855075
1688,201982.4056257505
1689,205419.98125661188
1690,202081.05323753197
1691,196138.83395591239
1692,270800.02197830525
1693,169403.74045504467
1694,182245.00105210108
1695,173049.51656934628
1696,278385.1347357209
1697,173473.7596526775
1698,349439.8532579352
1699,328502.0019297659
1700,245675.272302004
1701,286255.99681115436
1702,269117.55883208703
1703,272925.2593347378
1704,283726.93797642284
1705,230925.5784302239
1706,414780.7898767116
1707,195355.97535619923
1708,202055.0316124595
1709,297474.1197017236
1710,225936.61008085232
1711,271820.2086403468
1712,255334.74003582596
1713,256328.68044785268
1714,224362.92631275495
1715,206262.64974108236
1716,186714.64108227033
1717,188916.99172323008
