Id,SalePrice
1461,117772.0
1462,155437.0
1463,184872.0
1464,203438.0
1465,194322.0
1466,170967.0
1467,184254.0
1468,162435.0
1469,197241.0
1470,118455.0
1471,191578.0
1472,97661.0
1473,93957.0
1474,146216.0
1475,113484.0
1476,363771.0
1477,242842.0
1478,288934.0
1479,287993.0
1480,474548.0
1481,322324.0
1482,208122.0
1483,179794.0
1484,160354.0
1485,185460.0
1486,196245.0
1487,331685.0
1488,246816.0
1489,194664.0
1490,245884.0
1491,193631.0
1492,90485.0
1493,187477.0
1494,287099.0
1495,285857.0
1496,236801.0
1497,184091.0
1498,163622.0
1499,161279.0
1500,156576.0
1501,172864.0
1502,141757.0
1503,300152.0
1504,241534.0
1505,225133.0
1506,193032.0
1507,261536.0
1508,210199.0
1509,161533.0
1510,142129.0
1511,148532.0
1512,178007.0
1513,155127.0
1514,151825.0
1515,196129.0
1516,157325.0
1517,177534.0
1518,132119.0
1519,211697.0
1520,128536.0
1521,133945.0
1522,177796.0
1523,110529.0
1524,128034.0
1525,123855.0
1526,110891.0
1527,104999.0
1528,146496.0
1529,149173.0
1530,194936.0
1531,100689.0
1532,97453.0
1533,147946.0
1534,124902.0
1535,155417.0
1536,110601.0
1537,60160.0
1538,151105.0
1539,188841.0
1540,98832.0
1541,138361.0
1542,142474.0
1543,188046.0
1544,86739.0
1545,115927.0
1546,132957.0
1547,126174.0
1548,139657.0
1549,117462.0
1550,131667.0
1551,108684.0
1552,134229.0
1553,148114.0
1554,121550.0
1555,159510.0
1556,84939.0
1557,107752.0
1558,100717.0
1559,77279.0
1560,134317.0
1561,128036.0
1562,130367.0
1563,122367.0
1564,157246.0
1565,144793.0
1566,243128.0
1567,75802.0
1568,235585.0
1569,125712.0
1570,140799.0
1571,119141.0
1572,146583.0
1573,241796.0
1574,127471.0
1575,234516.0
1576,257133.0
1577,178701.0
1578,144289.0
1579,143592.0
1580,196062.0
1581,159941.0
1582,123496.0
1583,297106.0
1584,221065.0
1585,136100.0
1586,66394.0
1587,101253.0
1588,159300.0
1589,99223.0
1590,139203.0
1591,93538.0
1592,117328.0
1593,120834.0
1594,124574.0
1595,104904.0
1596,230399.0
1597,194941.0
1598,223931.0
1599,168653.0
1600,157466.0
1601,65293.0
1602,112950.0
1603,88347.0
1604,270121.0
1605,242944.0
1606,173230.0
1607,178685.0
1608,212687.0
1609,184442.0
1610,146045.0
1611,139036.0
1612,172463.0
1613,168222.0
1614,133627.0
1615,93344.0
1616,78465.0
1617,94879.0
1618,124161.0
1619,137578.0
1620,161150.0
1621,136207.0
1622,140521.0
1623,267013.0
1624,215054.0
1625,117489.0
1626,172269.0
1627,196105.0
1628,286089.0
1629,174094.0
1630,348147.0
1631,224501.0
1632,235263.0
1633,167324.0
1634,182678.0
1635,171428.0
1636,152532.0
1637,207230.0
1638,182252.0
1639,192430.0
1640,260143.0
1641,184208.0
1642,237440.0
1643,213761.0
1644,230144.0
1645,203984.0
1646,162347.0
1647,161197.0
1648,127577.0
1649,140433.0
1650,110790.0
1651,123399.0
1652,97359.0
1653,100760.0
1654,139837.0
1655,135058.0
1656,138362.0
1657,143778.0
1658,139388.0
1659,119094.0
1660,154410.0
1661,429620.0
1662,416877.0
1663,366074.0
1664,500526.0
1665,302458.0
1666,328959.0
1667,392538.0
1668,329379.0
1669,301856.0
1670,336291.0
1671,257818.0
1672,419204.0
1673,283460.0
1674,235386.0
1675,192937.0
1676,191968.0
1677,217067.0
1678,448565.0
1679,383261.0
1680,333206.0
1681,244929.0
1682,309016.0
1683,180582.0
1684,171683.0
1685,170544.0
1686,166856.0
1687,167976.0
1688,189989.0
1689,195227.0
1690,193726.0
1691,182611.0
1692,263401.0
1693,163078.0
1694,180962.0
1695,161028.0
1696,272510.0
1697,169588.0
1698,338901.0
1699,291266.0
1700,251375.0
1701,269100.0
1702,241984.0
1703,240807.0
1704,278455.0
1705,244990.0
1706,435672.0
1707,214399.0
1708,199401.0
1709,262151.0
1710,217540.0
1711,271698.0
1712,253435.0
1713,271864.0
1714,220417.0
1715,201123.0
1716,181551.0
1717,172120.0
1718,137465.0
1719,206891.0
1720,239076.0
1721,168139.0
1722,128084.0
1723,158113.0
1724,204126.0
1725,233989.0
1726,183916.0
1727,153658.0
1728,174206.0
1729,164528.0
1730,161748.0
1731,120315.0
1732,124474.0
1733,114487.0
1734,123417.0
1735,128584.0
1736,108411.0
1737,311722.0
1738,253118.0
1739,263355.0
1740,215690.0
1741,189286.0
1742,168991.0
1743,175190.0
1744,332507.0
1745,220044.0
1746,185679.0
1747,213632.0
1748,229675.0
1749,142670.0
1750,127274.0
1751,258772.0
1752,117883.0
1753,149316.0
1754,199708.0
1755,170030.0
1756,125647.0
1757,119651.0
1758,141580.0
1759,157366.0
1760,161916.0
1761,148119.0
1762,179686.0
1763,180928.0
1764,111380.0
1765,176098.0
1766,194783.0
1767,240944.0
1768,141049.0
1769,174828.0
1770,153753.0
1771,125560.0
1772,134312.0
1773,126678.0
1774,149723.0
1775,139572.0
1776,124794.0
1777,105513.0
1778,139068.0
1779,114744.0
1780,178224.0
1781,126595.0
1782,85566.0
1783,140735.0
1784,108064.0
1785,124142.0
1786,126036.0
1787,166933.0
1788,58170.0
1789,97041.0
1790,75160.0
1791,186988.0
1792,165649.0
1793,128606.0
1794,153628.0
1795,134772.0
1796,127667.0
1797,112921.0
1798,122288.0
1799,110369.0
1800,126784.0
1801,126999.0
1802,130918.0
